artists;acousticness;danceability;duration_ms;energy;instrumentalness;liveness;loudness;speechiness;tempo;valence;popularity;key;mode;count;;;;;;;;
Roldan;0.981;0.321;187027;0.438;0.426;0.377;-10.655;0.0396;116.386;0.531;0;11;0;1;;;;;;;;
Rolf Liebermann;0.975;0.199;126640;0.286;0.000886;0.451;-20.728;0.0435;144.067;0.123;0;7;0;1;;;;;;;;
Rolf Zuckowski;0.488;0.817;172907;0.451;0;0.196;-8.671;0.0376;146.451;0.917;63;0;1;2;;;;;;;;
Roli Frei;0.799;0.537166667;220638.3333;0.249166667;0.007646;0.198833333;-12.92066667;0.036816667;106.0928333;0.208833333;0.166666667;4;1;12;;;;;;;;
Rollins Band;0.00711;0.2345;335280;0.933;0.03044;0.0926;-8.0295;0.0905;155.9435;0.319;36.5;7;1;4;;;;;;;;
Rollo Armstrong;0.18;0.785;527240;0.579;0.543;0.168;-10.069;0.0356;127.003;0.262;56;7;1;1;;;;;;;;
Rolvario;0.000499;0.667;356226;0.669;0.079;0.169;-6.097;0.077;128.026;0.16;0;7;0;2;;;;;;;;
Roly Maden;0.431;0.696;314018;0.759;0;0.329;-6.467;0.0496;161.887;0.792;0;7;1;1;;;;;;;;
Roma Mazumder Kar;0.9955;0.3525;177706.5;0.0336;0.9145;0.195;-20.172;0.04425;71.326;0.2805;0;8;1;4;;;;;;;;
Roma Sinfonietta;0.978;0.161;192067;0.261;0.902;0.134;-13.907;0.0376;70.282;0.0477;57;2;1;2;;;;;;;;
Roman Alexander;0.00583;0.627;169018;0.618;0;0.0901;-8.225;0.0344;99.951;0.566;68;4;1;2;;;;;;;;
Roman F;0.00691;0.784;409251;0.711;0.691;0.11;-9.452;0.0884;127.999;0.344;0;10;0;2;;;;;;;;
Roman GianArthur;0.185;0.79;226000;0.585;0;0.292;-6.058;0.0348;94.072;0.585;60;8;1;2;;;;;;;;
Roman Hoffstetter;0.619;0.316;343627;0.0731;0.00115;0.111;-24.223;0.0479;104.17;0.234;35;0;1;1;;;;;;;;
Roman Messer;0.001254769;0.427432432;332543.0811;0.968189189;0.442119858;0.439567568;-6.441837838;0.132478378;136.1261892;0.293762162;21.43243243;6;0;37;;;;;;;;
Roman Nose;0.4945;0.584;203561.5;0.399;0.0779;0.08625;-15.5195;0.128;98.7015;0.2685;3;10;1;4;;;;;;;;
Roman Petrov;2.07E-05;0.489;442284;0.969;0.885;0.115;-6.348;0.0632;139.997;0.0603;0;9;1;4;;;;;;;;
Roman Polonsky;0.0294;0.799;432923;0.739;0.00207;0.664;-6.545;0.192;129.993;0.837;0;11;1;2;;;;;;;;
Roman Pushkin;5.00E-05;0.688;303750;0.917;0.717;0.0543;-5.068;0.0468;127.991;0.107;0;7;1;1;;;;;;;;
Roman Sokolovsky;0.0135;0.709;460697;0.68;0.798;0.272;-7.874;0.0468;134.998;0.657;0;0;1;2;;;;;;;;
Roman Tam;0.434833333;0.367;176362.1667;0.484;1.02E-05;0.278333333;-10.5055;0.0382;130.953;0.4245;31.16666667;4;0;6;;;;;;;;
Rome;0.200248;0.6484;239066.8;0.4322;0.091201834;0.14708;-11.2576;0.03346;106.2222;0.3928;26.8;9;1;10;;;;;;;;
Rome No.9;0.285;0.774;149767;0.562;0;0.101;-8.587;0.0957;89.952;0.285;0;5;0;2;;;;;;;;
Rome Opera Chorus and Orchestra;0.987;0.374;234958.5;0.246;0.0031995;0.458;-11.303;0.03835;117.9995;0.2125;0;10;1;2;;;;;;;;
Rome of Sublime;0.0487;0.668;215147;0.78;0;0.107;-6.481;0.0901;170.032;0.739;62;7;1;2;;;;;;;;
Romeo Santos;0.373593617;0.767319149;237806.9149;0.715787234;2.86E-07;0.171721277;-4.958702128;0.058851064;120.8189362;0.768680851;67.61702128;5;0;47;;;;;;;;
Romeo Void;0.039425333;0.608666667;272457.6667;0.781333333;0.411333333;0.155366667;-9.381;0.0701;147.337;0.898333333;38.66666667;4;1;6;;;;;;;;
Romina Johnson;0.0134;0.778;413780;0.807;0.106;0.0647;-7.275;0.0814;125.006;0.927;0;2;1;1;;;;;;;;
Romina Power;0.438;0.385;260493;0.5;0;0.308;-10.544;0.0339;186.6;0.218;47;9;0;2;;;;;;;;
Romualdo Brito;0.519;0.823666667;288390;0.305;0;0.098166667;-12.30833333;0.108466667;131.8173333;0.914;29.33333333;4;0;3;;;;;;;;
Ron Albert;0.126;0.67;157200;0.527;2.75E-05;0.158;-12.701;0.028;118.327;0.858;47;0;1;1;;;;;;;;
Ron Alperin;0.000105;0.435;56389;0.918;0.887;0.11;-7.813;0.0399;134.055;0.96;3;10;0;2;;;;;;;;
Ron Carter;0.908571429;0.425428571;393108.5714;0.171457143;0.742714286;0.206971429;-21.70164286;0.038364286;109.8455;0.332114286;29.14285714;0;1;14;;;;;;;;
Ron Cuijpers;0.614;0.459;249057;0.528;0.0623;0.253;-9.554;0.0703;93.226;0.387;0;5;1;1;;;;;;;;
Ron Dezvous;0.00319;0.872;416000;0.842;0.84;0.0685;-8.274;0.0944;126.004;0.263;0;7;1;1;;;;;;;;
Ron Funches;0.0088725;0.6845;187653.25;0.7;0.000468825;0.079925;-6.625;0.05505;132.99975;0.4935;61.25;7;1;4;;;;;;;;
Ron Furmanek;0.741;0.443769231;143768.1538;0.263430769;0.00403844;0.139153846;-13.595;0.047153846;124.5169231;0.525153846;21;4;1;13;;;;;;;;
Ron Hagen;0.0442;0.713;36344;0.891;0.798;0.165;-8.37;0.0465;131.995;0.897;10;0;0;1;;;;;;;;
Ron Holden;0.105;0.559;130169;0.561;3.23E-05;0.41;-10.963;0.0414;136.189;0.834;2;9;1;2;;;;;;;;
Ron Hussmann;0.847;0.717;105800;0.199;0;0.12;-17.051;0.123;111.092;0.471;21;6;1;2;;;;;;;;
Ron Keel;0.748;0.602;132880;0.198;0;0.274;-16.881;0.0442;118.632;0.245;0;4;1;2;;;;;;;;
Ron Kenoly;0.0979;0.656;476933;0.504;0;0.157;-14.947;0.0973;91.7;0.64;37;2;1;1;;;;;;;;
Ron McMaster;0.937;0.5964;149906.6;0.14616;0.00174898;0.12484;-16.5724;0.0408;100.0762;0.3764;23;5;1;10;;;;;;;;
Ron Moody;0.581;0.6675;215600;0.188;0;0.1096;-17.6735;0.3005;102.0105;0.457;18;5;0;2;;;;;;;;
Ron Pope;0.8385;0.4525;224275;0.378;1.90E-06;0.2175;-7.5615;0.035;103.6955;0.528;62.5;5;1;4;;;;;;;;
Ron van den Beuken;1.61E-06;0.385;72750;0.834;0.932;0.356;-10.742;0.0379;138.513;0.103;8;10;1;2;;;;;;;;
Ron van der Kraan;0.018481;0.770111111;255770.3333;0.331555556;0.033611319;0.145522222;-20.46655556;0.086133333;117.3382222;0.657888889;1.222222222;4;0;18;;;;;;;;
Ronald Binge;0.967;0.126;157627;0.045;0.93;0.0784;-25.621;0.0401;76.472;0.189;38;2;1;2;;;;;;;;
Ronald Cavaye;0.983;0.487;180600;0.00721;0.0125;0.0632;-24.141;0.0795;115.904;0.0746;44;0;1;2;;;;;;;;
Ronald Colman;0.991;0.636;48893;0.264;0.00138;0.809;-29.401;0.849;115.277;0.661;0;10;1;2;;;;;;;;
Ronald Hanmer;0.876;0.637;40965;0.378;0.6915;0.11735;-11.7115;0.1127;92.754;0.818;0;6;1;4;;;;;;;;
Ronald Holgate;0.853;0.584;155240;0.488;0;0.306;-9.907;0.228;116.178;0.896;22;5;1;1;;;;;;;;
Ronald Holgate & Zero Mostel;0.845;0.627;202240;0.326;0.000279;0.412;-11.804;0.285;107.999;0.618;11;1;1;2;;;;;;;;
Ronald Isley;0.513142857;0.647142857;286106;0.462357143;0.001007129;0.150192857;-9.488;0.069414286;112.2095714;0.452;39.57142857;3;0;14;;;;;;;;
Ronald Langestraat;0.0616;0.679;215533;0.594;0.116;0.113;-10.228;0.0261;94.545;0.913;35;5;0;2;;;;;;;;
Ronald Van Gelderen;0.00894;0.534;161754.5;0.8765;0.3582;0.2705;-8.1655;0.0578;138.006;0.34255;7.5;7;1;2;;;;;;;;
Ronaldo Boscoli;0.212;0.29;151040;0.305;0.000227;0.14;-12.456;0.0307;144.621;0.412;21;3;1;1;;;;;;;;
Ronan Hardiman;0.327;0.296;287667;0.551;0.593;0.0668;-12.824;0.0392;124.463;0.236;47;2;1;2;;;;;;;;
Ronan Keating;0.259575;0.53725;236303.5;0.526;6.00E-05;0.1855;-8.7555;0.028875;108.63425;0.45625;35.75;7;1;8;;;;;;;;
Rondalla Mexicana Del Chato Franco;0.828;0.582;176634;0.279;0;0.126;-10.893;0.02965;100.608;0.495;36.5;11;0;4;;;;;;;;
Ronin705;0.48;0.532;354847;0.538;0;0.139;-9.643;0.305;112.091;0.373;0;2;1;4;;;;;;;;
Ronn Cummins;0.869;0.722;84427;0.188;0;0.36;-13.881;0.113;125.693;0.723;6;3;1;1;;;;;;;;
Ronnie;0.0199;0.547;210000;0.84;0.0201;0.119;-7.624;0.0976;127.995;0.074;0;7;0;2;;;;;;;;
Ronnie Aldrich;0.8554;0.3442;162968;0.2274;0.7854;0.2308;-14.275;0.02886;106.3436;0.16248;19.6;0;1;5;;;;;;;;
Ronnie Aldrich and his 2 pianos;0.7395;0.506;213253.5;0.2465;0.5485;0.107;-15.8275;0.0293;111.5985;0.276;39.5;7;1;2;;;;;;;;
Ronnie Dunn;0.895;0.662;250480;0.29;0;0.0959;-7.896;0.0349;148.393;0.283;48;4;1;2;;;;;;;;
Ronnie Dyson;0.285666667;0.443666667;188840;0.486666667;0.003916333;0.248333333;-12.374;0.035233333;110.4443333;0.613666667;26.33333333;5;1;6;;;;;;;;
Ronnie Earl;0.745;0.613;288240;0.28;0.154;0.0796;-17.901;0.041;123.533;0.612;40;0;1;1;;;;;;;;
Ronnie Foster;0.513333333;0.578;316386.6667;0.546333333;0.869666667;0.113333333;-13.14233333;0.036766667;98.12333333;0.642333333;33.66666667;5;1;6;;;;;;;;
Ronnie Hawkins;0.612;0.5965;133520;0.7745;0;0.0967;-7.667;0.05455;113.928;0.7715;23.5;2;0;4;;;;;;;;
Ronnie James Dio;0.634;0.599;197267;0.812;3.47E-05;0.849;-4.971;0.0494;111.691;0.766;48;7;1;2;;;;;;;;
Ronnie Jones;0.32;0.653;280640;0.597;1.74E-06;0.212;-7.297;0.0291;144.088;0.68;0;4;0;2;;;;;;;;
Ronnie Lane;0.689;0.67;240400;0.473;0.152;0.0779;-14.961;0.0357;77.918;0.886;39;9;1;2;;;;;;;;
Ronnie Lane & Slim Chance;0.773;0.487;200987;0.35;0.0101;0.0677;-14.03;0.043;163.781;0.772;41;4;1;2;;;;;;;;
Ronnie Laws;0.251733333;0.499666667;306322.1667;0.587;0.223574558;0.12525;-11.90433333;0.037683333;130.9233333;0.576333333;30.83333333;1;1;12;;;;;;;;
Ronnie Laws & Pressure;0.23;0.606;294667;0.907;0.845;0.108;-12.467;0.0408;103.696;0.71;33;1;1;2;;;;;;;;
Ronnie Lee;0.938;0.32;128133;0.315;0.509;0.354;-14.905;0.0553;169.194;0.754;34;7;1;2;;;;;;;;
Ronnie Mann;0.561;0.25;202549;0.521;0.711;0.321;-5.288;0.0307;76.706;0.462;0;10;0;1;;;;;;;;
Ronnie McDowell;0.526333333;0.613666667;171786.6667;0.579;1.98E-06;0.177933333;-10.832;0.0779;128.96;0.889666667;33.66666667;7;1;6;;;;;;;;
Ronnie Milsap;0.416025316;0.579392405;210006.8987;0.418367089;0.001138059;0.153711392;-11.90289873;0.030450633;115.7797975;0.498;34.29113924;7;1;79;;;;;;;;
Ronnie Play;4.69E-05;0.658;112953;0.73;0.817;0.14;-9.787;0.0431;135.9;0.425;8;10;0;1;;;;;;;;
Ronnie Self;0.683;0.616;129100;0.9025;0.003135;0.256;-3.276;0.09225;112.622;0.9235;4.5;0;1;4;;;;;;;;
Ronnie Spector;0.021;0.421;167467;0.809;0;0.371;-7.385;0.051;167.418;0.955;41;6;0;2;;;;;;;;
Ronnie Spencer;0.346;0.785;247667;0.459;0;0.333;-8.473;0.0857;94.822;0.314;45;5;0;2;;;;;;;;
Ronnie Wood;0.371666667;0.505666667;257955.3333;0.528;0.11534961;0.109066667;-11.43666667;0.059933333;137.977;0.617666667;34;9;1;6;;;;;;;;
Ronny Jordan;0.2887625;0.67525;317603.125;0.46825;0.3823125;0.191125;-14.25375;0.05875;127.36;0.532375;46.5;6;1;8;;;;;;;;
Ronny K.;1.94E-06;0.392;83500;0.998;0.978;0.29;-5.39;0.128;137.969;0.225;14;9;1;2;;;;;;;;
Ronski Speed;0.000507244;0.454777778;108607.1111;0.939777778;0.475175556;0.368733333;-7.230888889;0.051822222;134.6072222;0.494144444;12.44444444;7;1;9;;;;;;;;
Roo Panes;0.944;0.473;241720;0.317;0.0124;0.11;-10.324;0.0318;139.899;0.132;65;2;1;2;;;;;;;;
Roodi;0.0946;0.882;109705;0.381;0.00195;0.251;-8.1;0.412;80.061;0.119;0;8;1;4;;;;;;;;
Rook1e;0.943;0.532;96005;0.137;0.824;0.0852;-19.672;0.0648;89.346;0.0732;63;3;1;2;;;;;;;;
Rooke;0.513;0.46;279529;0.416;7.22E-06;0.107;-10.901;0.0259;170.141;0.355;0;7;1;2;;;;;;;;
Rooler;0.166527273;0.470909091;165412.0909;0.933;0.004375925;0.469454545;-3.928272727;0.381454545;149.4783636;0.199218182;1;7;0;11;;;;;;;;
Rooney;0.00176;0.598;213333;0.93;0;0.0353;-4.014;0.0466;175.795;0.97;50;9;0;2;;;;;;;;
Roop;0.993;0.492;203000;0.258;0.958;0.14;-15.432;0.0763;136.492;0.884;0;7;1;1;;;;;;;;
Roop Kumar Rathod;0.315;0.56;281574;0.604;1.12E-06;0.176;-8.732;0.0866;84.784;0.75;63;8;1;2;;;;;;;;
Rooprekha Chatterjee;0.818538462;0.542615385;281164.2308;0.372923077;0;0.411384615;-12.91753846;0.137761538;98.08015385;0.678230769;0;0;0;13;;;;;;;;
Roots Manuva;0.00144;0.585;213333;0.809;0.35;0.272;-7.837;0.125;148.151;0.456;58;7;1;2;;;;;;;;
Roots Radics;0.0855;0.791;205503.5;0.37125;0.5349;0.1157;-13.4525;0.157525;125.65575;0.656;29.5;7;1;8;;;;;;;;
"Rory ""Sweet Boy"" Dolan";0.0574;0.732;246967;0.726;0.00829;0.382;-8.074;0.261;172.039;0.45;53;0;1;2;;;;;;;;
Rory Gallagher;0.154071053;0.471789474;312183.1579;0.687157895;0.050902521;0.2351;-10.98994737;0.054678947;119.2968947;0.698526316;38.05263158;2;0;38;;;;;;;;
Rory O'Malley;0.6935;0.605;237693.5;0.458;0;0.30095;-10.238;0.333;136.168;0.64;53;5;1;2;;;;;;;;
Ros Serey Sothea;0.016929333;0.428;191495;0.735333333;0.501666667;0.205466667;-6.964;0.066766667;136.897;0.789666667;27.66666667;0;1;3;;;;;;;;
Rosa Rimoch;0.99375;0.2995625;232111.6875;0.349;0.218176969;0.4321875;-15.4423125;0.127275;104.77625;0.23293125;0.0625;8;1;16;;;;;;;;
Rosalind Harris;0.915;0.599;236560;0.21;0;0.139;-15.091;0.263;104.676;0.446;38;6;0;1;;;;;;;;
Rosalyn Tureck;0.995;0.425;372533;0.00712;0.957;0.0687;-33.486;0.0623;139.786;0.385;9;7;1;2;;;;;;;;
Rosana;0.542333333;0.617777778;256723;0.675222222;1.36E-06;0.3262;-7.602444444;0.064511111;118.0454444;0.695666667;41.33333333;11;1;9;;;;;;;;
Rosanna Carteri;0.983058824;0.413705882;232295.2941;0.245235294;0.011935765;0.392058824;-16.19364706;0.111352941;106.511;0.290270588;0;0;1;17;;;;;;;;
Rosanne Cash;0.32944;0.7136;215402.7;0.4643;9.57E-05;0.11238;-12.7962;0.03301;112.0134;0.7203;31.3;9;1;20;;;;;;;;
Rosario;0.264;0.787;246613.5;0.499;0.0077525;0.0842;-11.905;0.03475;119.864;0.6865;56.5;6;1;4;;;;;;;;
Rosario Dawson;0.285031714;0.659857143;240792.4286;0.739571429;0.037258857;0.197885714;-4.283142857;0.048085714;129.5398571;0.728;50;11;0;7;;;;;;;;
Roscoe Dash;0.0291938;0.6516;253400;0.7538;0;0.278;-4.2144;0.04776;132.2094;0.6182;58.2;11;0;5;;;;;;;;
Roscoe Wright;0.611;0.457;200000;0.759;0.000361;0.0804;-9.283;0.108;93.909;0.522;32;2;0;1;;;;;;;;
Rose;0.98975;0.5485;193770;0.16375;0.69025;0.2428;-12.0595;0.22735;111.03175;0.5675;0;10;1;8;;;;;;;;
Rose Cousins;0.928;0.484;169662;0.183;5.50E-05;0.0971;-9.942;0.0309;79.76;0.389;58;11;1;1;;;;;;;;
Rose Maddox;0.66;0.631666667;156964.3333;0.558;0.019007797;0.141733333;-9.713666667;0.076566667;124.4993333;0.773;17;2;1;6;;;;;;;;
Rose Murphy;0.885;0.7925;208200;0.3795;0.14975;0.2205;-14.496;0.0567;112.2635;0.846;16;5;1;4;;;;;;;;
Rose Quong;0.947;0.516;264290;0.129;0;0.175;-14.422;0.0449;109.455;0.2;7;0;1;1;;;;;;;;
Rose Royce;0.437824;0.593;276246.44;0.44728;0.003386201;0.11172;-14.26356;0.0655;113.5264;0.6688;40.04;0;0;25;;;;;;;;
Rose Sirintip;0.7005;0.6005;237813.5;0.369;0;0.186;-8.851;0.03115;133.8425;0.276;3;5;1;4;;;;;;;;
Rose Tattoo;0.055778267;0.478333333;185733.3333;0.890666667;0.157116667;0.198733333;-8.839333333;0.044666667;135.01;0.68;44;4;1;6;;;;;;;;
Roselle Nava;0.69;0.4875;298405;0.312;1.34E-06;0.1585;-13.6565;0.03395;106.4515;0.1875;51;9;1;4;;;;;;;;
Rosemarie;0.713428571;0.537428571;182400.1429;0.303142857;0;0.465714286;-11.06271429;0.1304;124.095;0.682285714;7;6;1;7;;;;;;;;
Rosemary Ashe;0.8144;0.4532;371733.2;0.1758;0.000151288;0.1394;-14.8764;0.0884;105.416;0.1928;34.8;0;1;5;;;;;;;;
Rosemary Clooney;0.880097826;0.512369565;165812.75;0.271747826;0.010853694;0.229958696;-13.07088043;0.062791304;113.1582065;0.502311957;21.18478261;10;1;92;;;;;;;;
Rosemary DeCamp;0.967;0.76;105937;0.725;0.00253;0.709;-6.601;0.17;84.039;0.894;0;4;1;1;;;;;;;;
Rosemary Gaines;0.84675;0.43875;209319.75;0.349;0.001078633;0.20125;-11.5275;0.136375;118.023;0.4955;24.25;0;1;4;;;;;;;;
Rosetta Crawford;0.951666667;0.730333333;185659.3333;0.410333333;0.009102067;0.134;-8.778666667;0.0883;122.9636667;0.711;0;3;0;3;;;;;;;;
Rosetta Stone;0.00154075;0.46;200533.5;0.7485;0.442;0.182;-9.358;0.0414;147.5135;0.495;37;7;1;4;;;;;;;;
Rosette Anday;0.923947368;0.342736842;332549.5263;0.142468421;2.13E-05;0.306352632;-22.17447368;0.101605263;95.37836842;0.258931579;0;0;1;19;;;;;;;;
Roshan Ara Begum;0.99;0.549;294818;0.324;0.4;0.186;-8.458;0.0431;116.991;0.541;0;1;0;2;;;;;;;;
Rosie & The Originals;0.831333333;0.493333333;203988;0.29;0.000792733;0.119333333;-11.31933333;0.028066667;127.0746667;0.465;42;7;0;6;;;;;;;;
Rosie And Ron;0.894;0.515;130120;0.477;0.808;0.206;-9.809;0.0275;106.928;0.962;33;1;1;2;;;;;;;;
Rosie Gaines;0.2587;0.6985;273093.5;0.63;2.74E-05;0.708;-6.9255;0.03625;126.1495;0.56;45.5;11;1;4;;;;;;;;
Rosie O'Donnell;0.056067333;0.645;170844.3333;0.837;0.015371853;0.324;-7.279333333;0.068333333;119.0236667;0.534666667;42.66666667;0;1;3;;;;;;;;
Rosie Wallace;0.904;0.474;287960;0.333;8.27E-06;0.109;-13.906;0.0369;83.508;0.426;17;10;1;1;;;;;;;;
Rosinha De Valença;0.591;0.6;157740;0.6855;0.44375;0.145;-8.4655;0.05095;93.0795;0.7375;39;6;0;4;;;;;;;;
Roslinda Baharudin;0.41885;0.4795;216389.5;0.5345;1.29E-05;0.31485;-6.6975;0.02795;87.718;0.3325;16;0;1;2;;;;;;;;
Roslyn Sweat;0.329;0.786;154253;0.598;2.60E-05;0.0612;-5.518;0.191;147.225;0.882;31;7;1;2;;;;;;;;
Ross Lynch;0.204075;0.609;158119.75;0.69675;0;0.113;-5.71625;0.058575;109.186;0.53;64.75;7;1;4;;;;;;;;
Ross Pople;0.98;0.61;163373;0.0588;0.895;0.158;-24.909;0.0536;134.51;0.58;39;7;0;2;;;;;;;;
Ross Royce;0.00351;0.475;295592;0.911;0.0116;0.0759;-4.789;0.052;116.911;0.379;0;9;1;2;;;;;;;;
Rossington Collins Band;0.22;0.604;236200;0.552;0.0262;0.139;-9.458;0.0343;124.917;0.757;41;0;1;2;;;;;;;;
Rossy War y Su Banda Kaliente;0.0724;0.852;249773;0.707;7.29E-05;0.0517;-5.557;0.0307;104.995;0.939;54;10;1;2;;;;;;;;
Rostislav Pljatt;0.988333333;0.624666667;298204.8333;0.256983333;0.095913347;0.23125;-11.02725;0.593375;107.86525;0.456333333;0;3;1;12;;;;;;;;
Rosy Grier;0.719;0.734;143080;0.464;7.64E-06;0.0989;-10.018;0.0366;128.883;0.53;21;10;1;2;;;;;;;;
Rosyroze;0.0529;0.807;454219;0.877;0.821;0.623;-5.151;0.0661;128.005;0.515;0;0;0;2;;;;;;;;
Rotary Connection;0.31271;0.4305;195920;0.45;0.4395;0.252;-14.4515;0.0318;105.8085;0.6225;28;10;1;4;;;;;;;;
Rotimi;0.229;0.637;185461;0.501;5.91E-05;0.099;-6.148;0.187;103.993;0.431;75;0;0;1;;;;;;;;
Rottencore;0.000217;0.474;315673;0.915;0.737;0.116;-7.338;0.0421;122.509;0.169;12;7;1;2;;;;;;;;
Rough Cutt;0.00253;0.429;293507;0.6;0;0.222;-8.491;0.0349;113.185;0.0768;36;8;1;2;;;;;;;;
Rough Trade;0.0118;0.871;206733;0.298;8.23E-06;0.103;-15.41;0.0547;109.67;0.327;42;4;0;2;;;;;;;;
RoughSketch;0.0284;0.572;329000;0.987;0.31;0.0811;-2.726;0.13;97.499;0.319;0;1;1;2;;;;;;;;
Roula;0.000273;0.809;215093;0.876;0.642;0.189;-7.681;0.0478;126.964;0.757;54;0;1;2;;;;;;;;
Roupa Nova;0.526666667;0.528666667;258253.3333;0.701333333;0.00043;0.547;-7.931333333;0.0366;136.289;0.574;58;7;1;6;;;;;;;;
Rousing House;0.039;0.711;384000;0.538;0.00106;0.127;-8.484;0.118;99.992;0.335;0;9;0;2;;;;;;;;
Route 94;0.000132;0.814;259934;0.622;0.72;0.0658;-7.573;0.0492;119.976;0.726;70;8;1;1;;;;;;;;
Row Sunshine;0.00036;0.809;360961;0.908;0.936;0.273;-7.158;0.0621;125.009;0.179;0;4;0;1;;;;;;;;
Rowan Atkinson;0.321;0.689;170880;0.533;7.37E-05;0.0958;-14.205;0.0544;98.801;0.898;68;6;1;1;;;;;;;;
Rowan Blanchard;0.00103;0.638;192640;0.713;0.000241;0.0466;-6.475;0.0388;115.967;0.703;59;5;1;1;;;;;;;;
Rowdy Rebel;0.0423;0.817;305400;0.706;0;0.256;-4.157;0.0799;140.002;0.428;55;10;0;1;;;;;;;;
Rowlf;0.73;0.67;238240;0.311;4.22E-05;0.1;-13.863;0.124;119.234;0.402;32;0;1;2;;;;;;;;
Roxanne Emery;0.002389529;0.496923077;120147.9615;0.911076923;0.159556067;0.315330769;-6.573192308;0.080307692;134.1138462;0.361876923;12.15384615;1;1;26;;;;;;;;
Roxanne Shante;0.0781;0.866;298511;0.795;0;0.0785;-4.424;0.337;98.99;0.743;1;9;0;2;;;;;;;;
Roxette;0.138985714;0.612;254344.0952;0.687238095;3.82E-05;0.174095238;-6.074952381;0.029357143;112.7118571;0.621333333;49.33333333;5;1;42;;;;;;;;
Roxx;0.0206;0.57;215118;0.572;0.0448;0.12;-10.218;0.102;114.888;0.285;0;1;1;4;;;;;;;;
Roxy Music;0.216523123;0.531;269236.5439;0.704122807;0.156215575;0.17097193;-7.684052632;0.055145614;119.4402632;0.555963158;37.84210526;0;1;114;;;;;;;;
Roy Acuff;0.915813953;0.642883721;166728.9535;0.298418605;0.07868804;0.222972093;-12.28476744;0.050402326;129.3715581;0.703651163;6.465116279;9;1;86;;;;;;;;
Roy Acuff & His Smoky Mountain Boys;0.95975;0.55475;165737;0.302;0.15268635;0.26;-12.0795;0.042125;141.95925;0.692;2.25;9;1;8;;;;;;;;
Roy Acuff And His Crazy Tennesseans;0.9825;0.7015;172548;0.177;5.30E-06;0.1565;-12.9725;0.036;93.9125;0.7125;3.5;5;1;4;;;;;;;;
Roy Ayers;0.298903448;0.648965517;302732.1034;0.618586207;0.197232407;0.145841379;-10.20041379;0.055017241;112.5551379;0.689;36.13793103;1;1;29;;;;;;;;
Roy Ayers Ubiquity;0.298473529;0.580117647;233854.9412;0.665411765;0.049934889;0.109729412;-12.37470588;0.067552941;123.4358235;0.706823529;32.82352941;5;0;34;;;;;;;;
Roy Ayres;0.365;0.724;348893;0.416;0;0.0969;-8.964;0.0841;151.181;0.578;54;5;0;2;;;;;;;;
Roy Batty;0.00119;0.797;193376;0.974;0.871;0.159;-5.968;0.0949;124.019;0.176;0;7;0;1;;;;;;;;
Roy Blair;0.0292;0.667;313663;0.316;0.00613;0.147;-9.132;0.0262;100.998;0.156;62;0;1;2;;;;;;;;
Roy Brown;0.404;0.417;387040;0.509;0.000188;0.118;-14.092;0.0411;115.043;0.435;21;4;0;2;;;;;;;;
Roy Buchanan;0.293368333;0.403333333;327371;0.322666667;0.639666667;0.178033333;-14.64116667;0.041516667;140.5438333;0.43705;34.66666667;9;1;12;;;;;;;;
Roy C;0.4395;0.603;383387.5;0.345;0;0.08985;-17.29;0.07255;121.121;0.7815;25;7;1;4;;;;;;;;
Roy Clark;0.211157556;0.483222222;172402.8889;0.604666667;0.616666982;0.2152;-12.41211111;0.046555556;127.2742222;0.753444444;22.77777778;0;1;18;;;;;;;;
Roy Davis Jr.;0.0125;0.829;443849;0.332;0.294;0.0918;-13.837;0.047;128.627;0.448;50;11;0;1;;;;;;;;
Roy Drusky;0.651;0.554;160520;0.329;0.000254;0.27;-11.441;0.0287;98.743;0.525;28;0;1;2;;;;;;;;
Roy Eldridge;0.794757576;0.527454545;359361.8182;0.360015152;0.17086832;0.170193939;-13.48278788;0.072015152;116.1841515;0.625757576;9.272727273;5;1;33;;;;;;;;
Roy Eldridge All-Stars;0.907;0.466;549493;0.575;0.114;0.715;-12.067;0.0487;131.335;0.738;0;5;1;2;;;;;;;;
Roy Fox;0.969426667;0.541706667;180796.8667;0.135428;0.105952441;0.150406667;-18.53510667;0.076078667;121.8002667;0.513013333;0.88;0;1;150;;;;;;;;
Roy Hamilton;0.787;0.4394;166741.4;0.33066;0.0002778;0.2786;-15.413;0.06308;98.1304;0.585;24.6;10;1;10;;;;;;;;
Roy Hargrove;0.871333333;0.495666667;399702;0.162666667;0.497;0.100166667;-13.34133333;0.034;106.0806667;0.184666667;43.33333333;8;1;6;;;;;;;;
Roy Harper;0.63575;0.37625;387124;0.29725;0.260937275;0.1285;-14.85975;0.030575;89.6235;0.41575;32.75;6;1;8;;;;;;;;
Roy Haynes;0.472090909;0.528272727;321914.3636;0.492818182;0.08780186;0.099472727;-10.87681818;0.042718182;113.7754545;0.622363636;8.909090909;7;1;11;;;;;;;;
Roy Haynes Quartet;0.6806;0.4888;339453.4;0.4582;0.1772;0.17338;-13.1288;0.04978;106.55;0.566;9.4;2;0;10;;;;;;;;
Roy Jones Jr.;0.020665;0.6185;269866.5;0.7455;0;0.1535;-5.257;0.07745;92.7175;0.277;64.5;1;1;2;;;;;;;;
Roy Lazarus;0.889;0.604;165333;0.263;7.73E-05;0.381;-13.81;0.0403;115.878;0.619;5;0;1;1;;;;;;;;
